 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2012
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  ITAMARATI DE MINAS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"31045 Muriaé";-;11;5;16;9;9;5;3;1;5;1;6;3;8;3;9;-;7;1;5;2;7;-;3;4;4;4;3;4;2;2;1;1;-;-;-;-;-;1;-;1;-;2;-;-;-;1;-;-;1;-;-;-;150
".....  MIRAI";-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;1;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;10
".....  MIRADOURO";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MURIAE";-;10;5;16;8;7;4;2;1;4;1;5;2;8;1;5;-;5;1;5;1;6;-;3;3;4;3;1;1;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;119
".....  EUGENOPOLIS";-;-;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
".....  VIEIRAS";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO SEBASTIAO DA VARGEM ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"31046 Santos Dumont";-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
".....  SANTOS DUMONT";-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
"31047 São João Nepomuceno/Bicas";-;1;-;2;3;4;-;-;1;2;4;1;4;1;-;-;1;3;1;4;1;3;4;3;7;3;1;1;1;1;-;-;-;-;2;1;-;1;-;-;-;-;1;2;-;1;1;1;-;-;-;-;1;68
".....  ROCHEDO DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;2
".....  BICAS";-;-;-;-;-;1;-;-;-;-;2;-;2;1;-;-;-;3;1;1;1;-;3;1;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
".....  MARIPA DE MINAS";-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SAO JOAO NEPOMUCENO";-;-;-;2;-;2;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;2;4;3;1;1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;24
".....  MAR DE ESPANHA";-;-;-;-;3;1;-;-;-;1;2;1;1;-;-;-;-;-;-;-;-;3;1;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
".....  GUARARA";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
".....  PEQUERI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  DESCOBERTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"31048 Ubá";-;6;7;15;16;11;14;12;5;21;50;79;119;130;74;234;202;251;113;146;84;71;65;46;80;43;32;17;14;12;7;9;5;9;2;3;5;4;4;8;5;1;4;-;3;1;1;2;3;1;2;4;3;2055
".....  GUIDOVAL";-;-;-;3;-;-;-;-;-;-;-;2;-;1;5;13;7;6;9;7;2;2;2;1;1;1;1;1;-;-;1;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;70
".....  VISCONDE DO RIO BRANCO";-;2;2;5;1;3;4;1;2;1;4;2;5;12;3;8;7;10;6;5;4;1;2;6;8;2;1;4;2;-;-;-;-;3;1;-;2;1;2;1;-;1;2;-;2;-;-;-;-;1;-;1;-;130
".....  GUARANI";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;7
".....  GUIRICEMA";-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;-;-;1;1;1;2;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
".....  COIMBRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO GERALDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  TOCANTINS";-;-;1;1;1;-;-;-;-;1;-;6;4;3;8;15;12;12;5;13;6;12;8;8;10;6;5;-;5;4;1;-;-;2;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;154
".....  RODEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3
".....  PIRAUBA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  UBA";-;4;4;6;8;4;10;8;3;19;45;68;109;114;57;198;176;221;89;120;70;53;51;30;60;34;25;11;7;8;4;8;5;3;1;1;3;1;2;3;4;-;2;-;1;1;1;-;3;-;1;1;-;1657
".....  DIVINESIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  RIO POMBA";-;-;-;-;5;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;13
"31050 Coração de Jesus";-;2;1;1;2;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;11;5;2;-;3;34;79;28;174
".....  JEQUITAI";-;2;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;11;5;2;-;3;34;79;28;171
".....  LAGOA DOS PATOS";-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"31051 Francisco Sá";-;2;-;3;1;1;-;-;-;-;1;1;1;-;-;1;-;3;-;2;2;5;2;4;-;-;-;4;1;1;2;6;1;-;1;1;-;1;5;-;3;-;-;-;-;1;-;3;1;1;-;1;3;65
".....  CAPITAO ENEAS";-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;3;-;2;-;4;1;2;-;-;-;2;1;1;2;4;1;-;-;1;-;-;2;-;3;-;-;-;-;1;-;2;-;-;-;-;-;35
".....  FRANCISCO SA";-;1;-;3;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;1;1;2;-;-;-;1;-;-;-;2;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;1;1;-;1;1;25
".....  GRAO MOGOL";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;5
"31052 Janaúba/Monte Azul";2;21;29;51;29;47;51;41;20;26;16;35;16;12;10;16;14;13;13;16;16;8;15;8;10;9;12;9;9;10;11;5;7;4;7;8;1;2;3;1;1;2;-;2;2;5;7;7;9;18;18;30;8;742
".....  MAMONAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;4
".....  RIACHO DOS MACHADOS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  CATUTI";-;-;-;-;-;2;4;4;-;2;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
".....  MATO VERDE";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  JAIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;6;-;-;-;12
".....  MATIAS CARDOSO";-;1;3;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;13
".....  MONTE AZUL";-;-;-;1;-;-;1;-;-;-;1;-;2;2;-;3;5;4;-;4;2;4;4;2;3;3;1;2;1;2;-;3;1;2;2;4;1;1;2;1;-;1;-;-;1;-;2;-;1;2;2;18;7;98
".....  NOVA PORTEIRINHA";-;8;14;18;19;27;27;12;4;5;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;140
".....  PORTEIRINHA";-;-;-;1;2;-;-;4;6;-;2;10;3;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
".....  GAMELEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ESPINOSA";2;4;1;-;1;1;-;1;1;2;2;-;-;-;-;1;-;1;1;1;2;1;5;3;4;2;6;4;4;6;3;1;-;-;1;-;-;-;1;-;1;-;-;-;-;4;3;4;4;6;10;10;-;104
".....  JANAUBA";-;8;11;27;7;16;18;19;9;17;8;22;10;8;8;8;9;7;11;11;12;3;6;3;2;2;4;3;4;2;8;-;6;2;4;2;-;1;-;-;-;1;-;2;-;1;2;1;3;4;5;1;1;319
"31053 Januária";-;-;-;1;2;2;6;-;-;3;1;1;1;1;1;1;4;2;-;1;1;-;1;2;-;2;-;1;-;1;-;1;6;-;-;4;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3;1;53
".....  JANUARIA";-;-;-;1;-;2;5;-;-;2;1;1;1;-;-;1;-;-;-;1;1;-;1;-;-;1;-;1;-;-;-;1;4;-;-;4;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;1;33
".....  PEDRAS DE MARIA DA CRUZ";-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
".....  ITACARAMBI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;4;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
".....  BONITO DE MINAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31055 Pirapora";-;13;5;2;12;3;5;4;2;-;3;-;1;2;2;-;3;4;-;1;-;-;1;3;-;-;1;-;1;-;1;-;2;-;2;-;-;-;2;-;-;1;-;3;1;3;-;3;8;16;14;14;10;148
".....  IBIAI";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;2;1;9;5;2;23
".....  LASSANCE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
".....  PIRAPORA";-;4;4;1;5;1;3;2;2;-;1;-;1;-;-;-;-;1;-;1;-;-;1;3;-;-;-;-;1;-;1;-;-;-;2;-;-;-;2;-;-;-;-;3;1;1;-;3;3;2;5;8;8;70
".....  VARZEA DA PALMA";-;4;-;1;4;1;2;2;-;-;2;-;-;2;2;-;3;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26
".....  BURITIZEIRO";-;3;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;13;-;1;-;24
"31057 Patos de Minas";-;2;2;6;5;10;5;5;10;9;9;7;4;7;13;3;5;6;6;7;2;8;6;5;9;6;6;5;1;1;2;2;-;-;1;-;2;1;2;2;1;1;2;2;2;9;2;5;3;7;1;3;1;221
".....  PATOS DE MINAS";-;1;2;6;2;9;4;3;8;7;6;7;3;7;11;3;4;6;5;6;1;4;5;2;8;6;6;3;1;-;-;2;-;-;1;-;1;-;-;2;-;1;2;1;2;4;1;3;1;4;1;3;-;165
".....  PRESIDENTE OLEGARIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  LAGAMAR";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO GONCALO DO ABAETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CRUZEIRO DA FORTALEZA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  GUARDA-MOR";-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  GUIMARANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
".....  LAGOA FORMOSA";-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;1;-;-;-;1;-;1;1;1;-;-;1;-;1;1;-;-;-;-;-;1;1;2;-;-;-;-;1;-;3;1;1;1;3;-;-;-;26
".....  VAZANTE";-;1;-;-;3;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;13
".....  SERRA DO SALITRE";-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;7
"31058 Unaí/Paracatu";-;3;7;4;5;6;8;3;2;4;2;7;3;5;2;6;7;2;1;4;1;5;2;3;2;-;-;1;2;-;2;-;2;3;2;1;2;4;2;-;-;1;1;1;1;-;2;1;2;2;3;1;-;130
".....  UNAI";-;2;2;3;2;1;3;2;-;1;2;5;1;1;-;3;3;2;1;2;1;1;1;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;2;1;-;48
".....  URUANA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;2;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
".....  BONFINOPOLIS DE MINAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  ARINOS";-;-;-;-;1;3;4;-;1;2;-;-;-;3;1;2;1;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;1;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;28
".....  PARACATU";-;1;3;1;1;2;1;1;1;1;-;1;2;1;-;-;2;-;-;2;-;4;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;34
".....  CHAPADA GAUCHA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  RIACHINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
".....  BURITIS";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
".....  DOM BOSCO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31059 Manhuaçu";-;111;85;83;56;59;38;22;16;19;22;12;6;13;10;7;6;22;11;3;3;8;4;4;8;4;4;4;17;16;15;4;8;8;5;5;5;5;10;3;4;-;4;5;5;9;6;20;16;25;30;64;188;1117
".....  ALTO JEQUITIBA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SIMONESIA";-;-;-;1;2;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;1;11
".....  MANHUMIRIM";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  IPANEMA";-;48;-;4;2;1;-;2;5;2;3;1;5;4;3;3;3;15;9;1;-;1;2;2;1;-;-;3;10;13;13;4;7;6;3;4;3;4;7;1;2;-;2;2;2;8;3;16;10;22;26;56;181;525
".....  SAO JOAO DO MANHUACU";-;1;1;1;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  MARTINS SOARES";-;-;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;7
".....  LAJINHA";-;1;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;6
".....  TAPARUBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2
".....  MANHUACU";-;11;9;4;7;9;8;6;2;2;8;4;-;1;-;2;2;4;1;-;1;5;2;1;1;1;2;1;3;2;-;-;-;2;2;1;1;1;2;-;2;-;1;1;1;1;2;3;4;3;1;2;-;129
".....  LUISBURGO";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CHALE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO JOSE DO MANTIMENTO";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5
".....  DURANDE";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  POCRANE";-;50;72;64;38;42;24;9;5;13;7;5;-;4;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;4;1;348
".....  CAPUTIRA";-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4
".....  REDUTO";-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
".....  SANTA MARGARIDA";-;-;-;-;-;2;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
".....  MATIPO";-;-;-;1;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  MUTUM";-;-;-;5;4;1;1;4;-;1;2;-;1;1;1;-;1;2;1;-;2;2;-;1;5;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;44
"31060 Ponte Nova";1;2;3;3;5;10;16;14;10;14;24;21;42;14;25;27;27;31;27;28;12;16;24;14;11;11;4;4;5;2;2;3;3;-;-;1;-;1;2;3;1;-;1;2;-;1;1;2;1;3;2;4;4;484
".....  RIO CASCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;2;4;6;2;-;2;-;2;3;-;1;1;-;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;33
".....  SANTA CRUZ DO ESCALVADO";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  JEQUERI";-;-;-;3;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
".....  AMPARO DO SERRA";-;-;-;-;-;-;-;1;-;2;3;1;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
".....  SAO PEDRO DOS FERROS";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  RAUL SOARES";-;-;-;-;-;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;6
