 Casos notificados (suspeitos/confirmados) de Dengue por local de residência - Minas Gerais
Notificações por Reg Saúde (CIR)/Municíp Res e Semana epidemiológica notific.
Período:2011
"Reg Saúde (CIR)/Municíp Res";"Em Branco";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
".....  MATOZINHOS";-;-;-;-;-;2;7;3;2;1;2;3;6;3;3;4;-;10;5;1;1;3;2;2;2;-;2;-;1;-;-;1;1;-;-;-;-;1;-;1;-;2;1;-;1;-;-;2;-;-;-;-;1;76
"31026 Diamantina/Itamarandiba";-;-;1;3;3;6;1;-;-;-;-;4;5;7;3;5;3;5;-;4;5;3;-;-;2;-;-;1;2;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;67
".....  COLUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  GOUVEIA";-;-;1;3;3;4;1;-;-;-;-;4;5;7;2;5;3;4;-;2;4;2;-;-;2;-;-;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56
".....  ITAMARANDIBA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CARBONITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  DIAMANTINA";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"31027 Turmalina/Minas Novas/Capelinha";-;2;5;5;11;12;22;15;17;12;15;11;16;19;12;13;6;7;16;8;6;9;10;5;1;2;3;5;4;1;4;-;2;-;-;2;2;-;-;1;1;1;-;-;1;2;2;-;1;3;5;4;4;305
".....  JOSE GONCALVES DE MINAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  CHAPADA DO NORTE";-;2;4;4;9;9;20;12;17;11;12;9;10;6;3;2;-;-;2;4;-;3;3;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;148
".....  ARICANDUVA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
".....  CAPELINHA";-;-;-;1;2;2;-;3;-;1;1;1;4;8;3;-;-;2;9;2;-;3;2;2;-;-;2;2;1;-;-;-;1;-;-;-;1;-;-;1;1;1;-;-;1;2;-;-;1;2;3;3;4;72
".....  LEME DO PRADO";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  VEREDINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2
".....  MINAS NOVAS";-;-;-;-;-;-;-;-;-;-;-;-;1;4;5;8;4;4;1;-;4;3;4;3;-;1;1;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
".....  TURMALINA";-;-;1;-;-;1;2;-;-;-;1;1;-;1;1;3;2;1;4;2;2;-;1;-;1;-;-;-;1;1;3;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"31028 Bom Despacho";-;7;4;8;6;8;11;12;7;10;8;8;11;24;16;6;4;3;2;1;4;2;3;1;-;-;4;1;1;1;1;1;3;2;2;3;5;2;1;1;4;2;1;1;2;2;3;2;2;1;3;2;-;219
".....  BOM DESPACHO";-;2;-;4;1;3;8;11;1;8;3;7;5;13;11;4;4;3;2;1;2;1;1;1;-;-;3;1;1;-;-;-;2;1;-;2;2;2;1;-;3;2;1;-;1;1;1;1;1;-;2;1;-;125
".....  MOEMA";-;-;-;2;-;1;1;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;2;1;1;-;1;-;-;16
".....  ESTRELA DO INDAIA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  DORES DO INDAIA";-;-;2;-;-;2;-;1;-;-;1;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;12
".....  LUZ";-;2;1;1;2;2;-;-;-;1;2;1;1;2;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;25
".....  MARTINHO CAMPOS";-;3;1;1;3;-;2;-;6;-;-;-;5;6;2;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;40
"31030 Formiga";-;4;4;9;9;10;7;8;5;6;10;12;9;12;6;12;1;2;4;2;1;1;3;-;2;-;-;-;-;-;-;1;4;1;1;1;3;-;2;4;-;3;3;2;1;-;1;1;1;-;5;3;-;176
".....  BAMBUI";-;2;1;3;5;3;-;1;-;-;1;3;1;4;2;3;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3;1;-;40
".....  IGUATAMA";-;-;-;-;-;3;1;1;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;11
".....  CORREGO DANTA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  FORMIGA";-;2;3;3;3;3;5;5;2;2;7;7;6;4;3;9;1;2;2;1;1;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;2;1;-;2;-;1;1;-;-;1;1;-;-;-;-;85
".....  CORREGO FUNDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  MEDEIROS";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;3
".....  TAPIRAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
".....  PAINS";-;-;-;3;1;1;1;1;3;2;1;2;2;3;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;1;1;2;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;32
"31031 Itaúna";-;2;2;7;4;2;-;-;1;1;1;1;3;4;7;2;3;10;6;5;5;11;1;4;4;2;3;-;2;1;2;-;1;-;1;1;1;1;-;1;1;-;-;-;-;3;-;1;5;3;-;1;2;118
".....  ITAUNA";-;2;-;4;1;1;-;-;1;1;1;-;2;3;5;2;3;6;4;5;5;11;1;4;3;1;3;-;2;1;-;-;1;-;1;1;1;1;-;1;1;-;-;-;-;3;-;1;5;3;-;1;2;94
".....  ITAGUARA";-;-;2;3;3;-;-;-;-;-;-;-;-;-;1;-;-;4;1;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
".....  ITATIAIUCU";-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
".....  PIRACEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"31032 Pará de Minas/Nova Serrana";-;11;3;18;16;19;27;32;33;42;29;44;48;48;45;42;22;24;21;18;6;6;13;7;7;3;1;1;-;1;2;2;1;1;3;1;2;1;3;1;2;-;1;8;3;1;-;3;2;8;1;2;1;636
".....  PITANGUI";-;1;-;1;-;2;3;-;2;4;-;1;3;13;3;1;2;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;1;1;-;-;-;45
".....  LEANDRO FERREIRA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  NOVA SERRANA";-;1;1;10;9;9;17;8;14;10;5;3;16;6;13;9;5;7;7;9;3;3;6;2;2;1;1;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;-;2;1;-;-;3;-;4;1;-;-;193
".....  PARA DE MINAS";-;5;2;2;5;3;1;7;6;9;3;9;11;6;15;16;10;10;11;3;1;2;5;1;2;2;-;1;-;1;1;2;1;1;-;1;1;-;-;-;-;-;1;4;1;1;-;-;-;3;-;1;-;167
".....  SAO JOSE DA VARGINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CONCEICAO DO PARA";-;4;-;2;1;4;3;3;-;2;-;-;-;1;1;2;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;29
".....  ONCA DE PITANGUI";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  IGARATINGA";-;-;-;1;1;1;3;13;11;17;21;31;18;22;13;14;5;4;2;5;2;1;1;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;1;196
"31034 Caratinga";-;1;4;3;3;6;14;9;11;1;8;1;4;3;7;3;9;13;4;12;7;9;7;4;2;1;1;-;1;-;3;-;-;-;-;-;-;-;3;-;1;-;1;-;-;1;-;-;1;-;-;1;-;159
".....  VERMELHO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1
".....  ENTRE FOLHAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  CARATINGA";-;1;4;3;2;6;13;9;10;1;6;1;3;3;6;1;2;3;1;4;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;85
".....  BOM JESUS DO GALHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4;8;3;8;6;6;6;3;2;1;1;-;-;-;3;-;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;56
".....  SANTA RITA DE MINAS";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  INHAPIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO SEBASTIAO DO ANTA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  UBAPORANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  VARGEM ALEGRE";-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
".....  SAO DOMINGOS DAS DORES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"31035 Coronel Fabriciano/Timóteo";-;40;49;55;71;66;57;57;61;72;53;120;145;134;105;131;71;116;119;133;128;109;96;43;77;26;52;21;20;17;19;12;15;11;9;15;4;13;11;8;12;9;16;18;8;43;27;45;68;95;109;99;71;2981
".....  PINGO-D'AGUA";-;-;-;1;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;2;11
".....  CORONEL FABRICIANO";-;23;42;41;49;46;38;37;40;34;16;41;64;74;53;45;31;61;58;58;53;39;31;30;36;17;32;15;14;12;13;6;5;7;7;7;3;8;9;4;9;5;9;12;5;17;14;24;27;59;66;61;43;1550
".....  JAGUARACU";-;1;1;-;2;-;-;-;-;2;-;-;2;2;10;8;4;7;2;5;8;4;7;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1;2;-;-;76
".....  MARLIERIA";-;8;2;5;1;1;-;-;1;-;2;2;2;-;1;2;-;1;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;34
".....  ANTONIO DIAS";-;-;-;-;1;-;-;-;-;2;2;10;15;14;9;8;7;4;6;6;4;3;1;1;-;1;-;-;-;-;-;1;4;-;2;-;1;-;1;-;-;-;-;-;-;-;1;1;1;1;3;4;2;116
".....  DIONISIO";-;-;-;-;-;1;-;-;2;3;5;10;13;7;8;7;2;4;4;2;2;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79
".....  TIMOTEO";-;8;4;8;18;18;19;20;18;31;28;55;49;36;23;61;27;39;49;61;60;53;57;12;37;8;19;6;5;5;6;5;6;4;-;7;-;5;1;4;3;4;7;6;3;26;12;19;34;33;38;34;24;1115
"31036 Governador Valadares";-;96;101;94;122;73;89;103;105;94;85;147;188;184;107;168;77;134;136;157;127;108;84;74;50;35;46;36;34;20;19;31;20;28;23;20;9;17;7;12;35;25;28;29;39;51;63;61;69;74;86;87;100;3807
".....  DIVINOLANDIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
".....  MATHIAS LOBATO";-;-;2;-;-;-;-;-;-;-;-;-;4;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;1;2;-;25
".....  ITANHOMI";-;1;-;-;-;-;-;2;-;-;-;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;2;13
".....  VIRGOLANDIA";-;-;-;-;-;1;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  SAO JOSE DA SAFIRA";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;1;-;1;1;1;8;3;2;-;4;4;3;1;2;-;-;-;2;1;-;-;-;-;2;2;1;5;8;2;5;2;13;3;2;3;4;14;104
".....  FERNANDES TOURINHO";-;1;2;4;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;2;15
".....  SAO GERALDO DA PIEDADE";-;-;1;-;1;-;-;-;-;1;-;1;1;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;3;17
".....  GOVERNADOR VALADARES";-;84;91;81;110;60;79;83;79;66;77;117;155;155;91;152;67;118;127;146;117;93;70;66;46;28;34;20;19;16;18;30;15;19;22;19;7;15;7;9;22;16;19;12;27;39;48;38;50;59;70;61;68;3137
".....  ALVARENGA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
".....  SAO GERALDO DO BAIXIO";-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
".....  SARDOA";-;-;-;1;-;1;-;-;-;3;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;9
".....  SOBRALIA";-;1;1;1;1;-;-;1;1;1;-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;16
".....  GALILEIA";-;-;-;1;-;4;1;6;2;2;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
".....  ENGENHEIRO CALDAS";-;3;-;1;1;-;-;2;1;-;-;7;4;4;4;2;-;1;3;-;2;2;3;1;-;-;3;1;2;1;1;-;2;6;-;1;1;-;-;-;10;6;2;6;8;2;8;3;5;2;4;9;8;132
".....  CAPITAO ANDRADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;6
".....  SANTA EFIGENIA DE MINAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2
".....  JAMPRUCA";-;1;-;-;-;-;-;-;-;-;1;2;-;2;5;2;-;1;-;3;3;1;6;3;1;2;2;11;12;1;-;-;2;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;2;1;68
".....  MARILAC";-;1;3;3;2;3;2;1;7;4;-;1;-;3;2;3;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;3;3;2;5;2;61
".....  COROACI";-;-;-;-;-;1;-;1;7;2;1;3;6;2;1;4;-;4;1;1;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;-;-;-;41
".....  TARUMIRIM";-;1;-;-;2;1;1;1;1;3;-;3;-;2;-;-;2;1;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24
".....  ALPERCATA";-;1;1;1;2;1;1;2;2;6;2;5;6;4;1;-;2;3;1;-;-;-;-;1;1;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;49
".....  GONZAGA";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
".....  NACIP RAYDAN";-;1;-;-;-;-;4;1;3;5;2;3;1;1;1;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;7;1;2;-;-;36
".....  FREI INOCENCIO";-;1;-;1;-;-;-;1;1;-;-;1;2;-;-;-;1;1;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;15
"31037 Ipatinga";-;45;55;54;70;86;110;164;188;140;95;128;144;128;170;150;111;141;155;124;136;100;78;49;24;33;31;34;15;19;16;19;15;18;9;12;11;19;17;8;13;5;14;12;25;29;16;42;46;64;44;49;32;3312
".....  BRAUNAS";-;-;-;1;-;-;-;-;-;-;-;7;2;7;15;9;11;9;7;8;5;4;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;90
".....  PERIQUITO";-;-;-;1;1;-;1;-;-;-;-;-;-;1;1;2;1;1;3;-;-;1;2;2;1;-;2;2;1;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;28
".....  ACUCENA";-;4;6;2;3;2;4;6;11;5;2;3;8;9;6;9;5;4;4;6;3;-;2;3;1;3;4;2;-;1;-;-;-;-;-;-;-;-;-;-;-;2;4;1;2;1;1;-;2;4;-;4;1;140
".....  MESQUITA";-;-;-;-;3;1;4;3;6;5;6;10;5;14;6;6;15;13;9;16;12;9;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;149
".....  SANTANA DO PARAISO";-;-;3;2;-;4;14;12;12;14;2;11;7;5;6;4;3;5;6;3;5;5;1;1;-;1;3;3;-;1;-;1;-;1;1;-;1;-;-;1;1;-;-;2;-;1;2;2;2;-;1;3;2;154
".....  IPATINGA";-;26;27;39;38;56;67;89;99;86;55;72;103;69;96;99;69;97;108;81;98;73;56;39;19;26;20;26;13;16;10;10;15;13;7;12;10;18;14;7;10;3;9;8;21;26;10;37;36;57;34;37;25;2191
".....  SAO JOAO DO ORIENTE";-;-;1;1;3;-;-;1;-;3;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
".....  IAPU";-;2;-;-;-;-;-;-;2;-;-;-;-;-;1;3;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;14
".....  IPABA";-;1;3;1;4;3;8;26;29;12;15;14;10;8;9;8;1;7;7;5;4;2;3;-;-;1;1;1;1;-;-;1;-;2;1;-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;1;1;1;195
".....  NAQUE";-;4;4;-;8;14;9;20;23;10;9;9;7;10;16;6;4;2;6;3;2;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8;-;1;180
".....  JOANESIA";-;2;7;3;6;2;1;-;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;2;2;34
".....  BELO ORIENTE";-;6;3;2;3;4;2;6;6;1;4;2;2;3;13;3;2;2;5;1;7;1;6;2;3;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;1;1;-;-;-;96
".....  BUGRE";-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;8
".....  DOM CAVATI";-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"31038 Mantena";-;38;27;26;10;20;19;9;14;11;5;3;9;19;22;16;21;22;23;49;42;36;29;30;19;16;11;7;2;4;-;-;1;-;1;1;2;1;2;1;-;-;1;-;-;2;-;1;1;-;5;4;3;585
".....  SAO JOAO DO MANTENINHA";-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;3
".....  MENDES PIMENTEL";-;7;5;1;-;7;-;-;1;-;-;-;1;-;-;2;-;-;-;2;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
".....  MANTENA";-;4;-;2;4;2;2;2;5;2;4;3;4;19;18;13;21;20;23;46;40;36;27;30;19;15;10;7;2;3;-;-;1;-;1;1;2;1;2;1;-;-;1;-;-;2;-;1;1;-;5;3;2;407
".....  ITABIRINHA";-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
".....  CENTRAL DE MINAS";-;27;20;23;6;9;17;7;8;8;1;-;4;-;4;1;-;2;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;141
